,productName,productLink,productPrice,productInfo
0,HP,https://www.trendyol.com//hp/250-g8-core-i5-1135g7-islemci-8gb-ram-256gb-ssd-15-6-fhd-freedos-laptop-komur-grisi-853u8es-p-773440890,10.999 TL,"250 G8/Core I5-1135G7 İşlemci/ 8GB Ram/ 256GB SSD/ 15.6""/ FHD/ Freedos/ Laptop Kömür Grisi 853U8ES"
1,Casper,https://www.trendyol.com//casper/nirvana-x600-139h-df00x-g-f-intel-core-i7-11390h-32-gb-ram-1tb-nvme-ssd-gen4-freedos-p-773800427,12.599 TL, Nirvana X600.139H-DF00X-G-F Intel Core i7-11390H 32 GB RAM 1TB NVME SSD GEN4 Freedos
2,Dell,https://www.trendyol.com//dell/vostro-3520-i5-1135g7-8-gb-256-gb-ssd-15-6-fhd-freedos-n2062pvnb3520u-p-758754023,33.999 TL,"Vostro 3520 I5-1135G7 8 GB 256 GB SSD 15.6"" Fhd FreeDos N2062PVNB3520U"
3,Casper,https://www.trendyol.com//casper/excalibur-g870-1245-bva0x-b-intel-core-i5-12450h-16gb-ram-500-gb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672154325?advertItems=eyJhZHZlcnRJZCI6IjhiMWZlYTYwLWMyMGUtNDk3Ny1hZTg3LWJkNDgzNGNkMTllNiIsInNvcnRpbmdTY29yZSI6MC4wNjU0MjQ4MzQzNDA4MTA3OCwiYWRTY29yZSI6MC4wMzkxMjk2ODU2MTA1MzI3NiwiYWRTY29yZXMiOnsiMSI6MC4wMzkxMjk2ODU2MTA1MzI3NiwiMiI6MC4wMzkxMjk2ODU2MTA1MzI3Nn0sImNwYyI6MS42NzIwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNTM3MzMwNjcwNTE1MjAzNywiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjMsImF0dHJpYnV0ZXMiOiIifQ==,16.299 TL,Excalibur G870.1265-DFA0X-B Intel Core i7-12650H 32GB RAM 1TB NVME SSD GEN4 6GB RTX4050 Freedos
4,Casper,https://www.trendyol.com//casper/nirvana-c370-4020-4c00b-intel-celeron-n4020-4gb-ram-120gb-ssd-windows-11-home-15-6-hd-p-358003688,6.999 TL,"Nirvana C370.4020-4C00B Intel Celeron N4020 4GB RAM 120GB SSD Windows 11 Home 15.6"" HD"
5,Monster,https://www.trendyol.com//monster/abra-a5-v20-4-2-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760273243,35.499 TL,"Abra A5 V20.4.2 Intel Core i5 12450H 32 GB RAM 1 TB SSD 6 GB RTX 4050 FreeDos 15,6"" FHD 144 Hz"
6,Apple,https://www.trendyol.com//apple/macbook-air-m1-cip-8gb-256gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-uzay-grisi-p-68042136,29.999 TL,"Macbook Air M1 Çip 8gb 256gb Ssd Macos 13"" Qhd Taşınabilir Bilgisayar Uzay Grisi"
7,Casper,https://www.trendyol.com//casper/excalibur-g870-1265-dfa0x-b-intel-core-i7-12650h-32gb-ram-1tb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672157475?advertItems=eyJhZHZlcnRJZCI6IjljOWNmM2U0LTRjZjQtNGY4ZS04YTRlLTkyZjg2NzQ1MmRkZCIsInNvcnRpbmdTY29yZSI6MC4wNTkzNzI2NzYxMzQxMDk1LCJhZFNjb3JlIjowLjAzNTUwOTk3Mzc2NDQxOTU1NiwiYWRTY29yZXMiOnsiMSI6MC4wMzU1MDk5NzM3NjQ0MTk1NTYsIjIiOjAuMDM1NTA5OTczNzY0NDE5NTU2fSwiY3BjIjoxLjY3MjAwMDAwMDAwMDAwMDIsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS42MjM0NzEzOTE1MDQ4NTEsImFkdmVydFNsb3QiOjIsIm9yZGVyIjo3LCJhdHRyaWJ1dGVzIjoiIn0=,26.999 TL,"Abra A5 V20.3.2 Intel Core I7 13700h 32 Gb Ram 1 Tb Ssd 6 Gb Rtx 4050 Freedos 15,6"" Fhd 144 Hz"
8,LENOVO,https://www.trendyol.com//lenovo/ideapad-amd-ryzen-7-5700u-16gb-512gb-ssd-freedos-15-6-82r4006ftra38-p-752653765,37.999 TL,"Ideapad AMD Ryzen 7 5700U 16GB 512GB SSD Freedos 15.6"" 82R4006FTRA38"
9,ACER,https://www.trendyol.com//acer/aspire-3-a315-510p-38x0-15-6-fhd-intel-i3-n305-8-gb-ddr5-ram-256-gb-ssd-freedos-nx-kdhey-003-p-734373841,15.499 TL,Aspire 3 A315-510P-38X0 15.6” FHD İntel İ3-N305 8 GB DDR5 RAM 256 GB SSD Freedos NX.KDHEY.003
10,Casper,https://www.trendyol.com//casper/nirvana-x600-5700-bf00x-g-f-amd-ryzen-7-5700u-16gb-1tb-nvme-ssd-15-6-dos-gri-dizustu-bilgisayar-p-780124063,8.779 TL,"Nirvana X600.5700-BF00X-G-F AMD Ryzen 7-5700U 16GB 1TB NVME SSD 15.6"" DOS Gri Dizüstü Bilgisayar"
11,Monster,https://www.trendyol.com//monster/abra-a5-v20-3-2-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-736036307?advertItems=eyJhZHZlcnRJZCI6IjQzOTI3OTkxLWRhODgtNDhjYi05MThjLWNhZTQwNzc1M2EyYyIsInNvcnRpbmdTY29yZSI6MC4wNTY5MzkyMjY0NDg1MzU5MywiYWRTY29yZSI6MC4wNTYyNjQwNTc3NTU0NzAyNzYsImFkU2NvcmVzIjp7IjEiOjAuMDU2MjY0MDU3NzU1NDcwMjc2LCIyIjowLjA1NjI2NDA1Nzc1NTQ3MDI3Nn0sImNwYyI6MS4wMTIwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjAuOTgzNTE5NzYzMTE2OTkxOSwiYWR2ZXJ0U2xvdCI6Mywib3JkZXIiOjExLCJhdHRyaWJ1dGVzIjoiIn0=,28.699 TL,G870.1265-DXB0X-B Intel Core i7-12650H 32GB RAM 2TB NVME SSD 8GB RTX4060 Freedos
12,LENOVO,https://www.trendyol.com//lenovo/ideapad1-intel-celeron-n4120-4gb-128gb-emmc-dos-15-6-cloud-grey-laptop-lenovo-turkiye-garantili-p-652489295,12.999 TL,"Ideapad1 Intel Celeron-N4120 4GB 128GB EMMC DOS 15.6"" Cloud Grey Laptop (Lenovo Türkiye Garantili)"
13,ASUS,https://www.trendyol.com//asus/tuf-gaming-f15-i5-11400h-32-gb-1-tbssd-4-gb-rtx3050-15-6-win-11-home-fx506hc-hn011-bt74-p-789861899,6.879 TL,"Tuf Gaming F15 i5-11400H 32 GB 1 TBSSD 4 GB RTX3050 15.6"" Win 11 Home FX506HC-HN011 BT74"
14,Monster,https://www.trendyol.com//monster/abra-a5-v17-3-4-intel-core-i7-11800h-32gb-ram-1-tb-ssd-rtx-3050-ti-freedos-15-6-inc-fhd-144-hz-p-674248329,17.275 TL,"Abra A5 V17.3.4 Intel Core i7 11800H 32GB RAM 1 TB SSD RTX 3050 Ti FreeDOS 15,6 inç FHD 144 Hz"
15,Casper,https://www.trendyol.com//casper/g870-1265-dxb0x-b-intel-core-i7-12650h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829?advertItems=eyJhZHZlcnRJZCI6IjdlMWRjYTQxLTBlNTUtNDFmNS1iZmIwLWFjODg2NTU0MTNjNCIsInNvcnRpbmdTY29yZSI6MC4wNTQyMTE1MzEzNzA4NzgyMjQsImFkU2NvcmUiOjAuMDMyNDIzMTY0Njk1NTAxMzMsImFkU2NvcmVzIjp7IjEiOjAuMDMyNDIzMTY0Njk1NTAxMzMsIjIiOjAuMDMyNDIzMTY0Njk1NTAxMzN9LCJjcGMiOjEuNjcyMDAwMDAwMDAwMDAwMiwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjQ3MjAxOTUyMzI0MDkwMTcsImFkdmVydFNsb3QiOjQsIm9yZGVyIjoxNSwiYXR0cmlidXRlcyI6IiJ9,11.999 TL,"G5 MF - i5 12500H –RTX 4050 – 16GB Ram– 512GB -15,6 Ekran Win11 İngilizce Q Klavye"
16,Huawei,https://www.trendyol.com//huawei/matebook-d15-i5-1155g7-islemci-8gb-ram-512gb-ssd-15-6-inc-win-11-laptop-mistik-gumus-p-654281247,27.999 TL,Matebook D15/ I5-1155g7 Işlemci/8gb Ram/512gb Ssd/ 15.6 Inç/ Win 11 Laptop Mistik Gümüş
17,HP,https://www.trendyol.com//hp/pavilion-15-eh3011nt-amd-ryzen-5-7530u-8gb-512gb-dos-15-6-fhd-gumus-laptop-hp-turkiye-garantili-p-761481839,"32.283,90 TL","Pavilion 15-EH3011NT AMD Ryzen 5-7530U 8GB 512GB DOS 15.6"" FHD Gümüş Laptop (HP Türkiye Garantili)"
18,Monster,https://www.trendyol.com//monster/tulpar-t7-v20-7-2-intel-core-i7-12650h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-760784147,12.999 TL,"Tulpar T7 V20.7.2 Intel Core i7 12650H 32 GB RAM 1 TB SSD 8 GB RTX 4060 FreeDos 17,3"" FHD 144 Hz"
19,Gigabyte,https://www.trendyol.com//gigabyte/g5-mf-i5-12500h-rtx-4050-16gb-ram-512gb-15-6-ekran-win11-ingilizce-q-klavye-p-792223678?advertItems=eyJhZHZlcnRJZCI6ImU1MjJjNjdiLWIxZDctNGFmNy1iZDU3LTM2YTExMzkwMGNkYSIsInNvcnRpbmdTY29yZSI6MC4wNDcwNzkwNjgwNDYwNjMxOCwiYWRTY29yZSI6MC4wMzA3OTA3NTczODc4NzY1MSwiYWRTY29yZXMiOnsiMSI6MC4wMzA3OTA3NTczODc4NzY1MSwiMiI6MC4wMzA3OTA3NTczODc4NzY1MX0sImNwYyI6MS41MjksIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS40Mjg0NzA4ODc3NTk0ODA3LCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6MTksImF0dHJpYnV0ZXMiOiIifQ==,59.999 TL,"Abra A5 V20.4.4 Intel Core i5 12450H 16 GB RAM 1 TB SSD 6 GB RTX 4050 FreeDos 15,6"" FHD 144 Hz"
20,LENOVO,https://www.trendyol.com//lenovo/ideapad-1-15alc7-82r400f1tr-r7-5700u-8gb-256gb-ssd-15-6-freedos-tasinabilir-bilgisayar-p-782550662,39.999 TL,"IdeaPad 1 15ALC7 82R400F1TR R7-5700U 8GB 256GB SSD 15.6"" FreeDos Taşınabilir Bilgisayar"
21,ACER,https://www.trendyol.com//acer/aspire-3-amd-ryzen-3-7320u-8gb-256gb-ssd-dos-15-6-fhd-dizustu-bilgisayar-acer-turkiye-garantili-p-755183026,"9.444,83 TL","Aspire 3 AMD Ryzen 3-7320U 8GB 256GB SSD DOS 15.6"" FHD Dizüstü Bilgisayar (ACER Türkiye Garantili)"
22,Casper,https://www.trendyol.com//casper/nirvana-x600-139h-bf00x-g-f-intel-core-i7-11390h-16-gb-ram-1tb-nvme-ssd-gen4-freedos-p-773800628,34.299 TL, Nirvana X600.139H-BF00X-G-F Intel Core i7-11390H 16 GB RAM 1TB NVME SSD GEN4 Freedos
23,Monster,https://www.trendyol.com//monster/abra-a5-v20-4-4-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760273029?advertItems=eyJhZHZlcnRJZCI6IjQzOTI3OTkxLWRhODgtNDhjYi05MThjLWNhZTQwNzc1M2EyYyIsInNvcnRpbmdTY29yZSI6MC4wNDMzNjc4ODU5NjIxMjg2NSwiYWRTY29yZSI6MC4wNDI4NTM2NDIyNTUwNjc4MjUsImFkU2NvcmVzIjp7IjEiOjAuMDQyODUzNjQyMjU1MDY3ODI1LCIyIjowLjA0Mjg1MzY0MjI1NTA2NzgyNX0sImNwYyI6MS4wMTIwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjAuOTkzNzU2NDcyNTAyODkwMywiYWR2ZXJ0U2xvdCI6Niwib3JkZXIiOjIzLCJhdHRyaWJ1dGVzIjoiIn0=,11.740 TL,"IdeaPad 3 Intel Core i3-1215U 4GB 256GB SSD DOS 15.6"" Arctic Grey Laptop 82RK00XBTX"
24,LENOVO,https://www.trendyol.com//lenovo/ideapad-slim3-intel-core-i5-12450h-8gb-512gb-ssd-dos-15-6-fhd-arctic-grey-laptop-83er000wtr-p-772120068,12.899 TL,"IdeaPad Slim3 Intel Core i5-12450H 8GB 512GB SSD DOS 15.6"" FHD Arctic Grey Laptop 83ER000WTR"
25,Dell,https://www.trendyol.com//dell/inspiron-15-3520-i5-1235u-8gb-ram-256gb-ssd-15-6-inc-fhd-120hz-ubuntu-i352024052009u-p-776388429,49.499 TL,Inspiron 15 3520 i5-1235U 8GB RAM 256GB SSD 15.6 inç FHD 120Hz Ubuntu I352024052009U
26,Dell,https://www.trendyol.com//dell/g15-i9-13900hx-32gb-1tb-rtx4060-8gb-15-6-fhd-freedos-g55302401017u-p-754125343,33.999 TL,"G15 I9-13900HX 32GB 1TB RTX4060 8GB 15.6"" FHD FREEDOS G55302401017U"
27,Casper,https://www.trendyol.com//casper/excalibur-g870-1245-bva0x-b-intel-core-i5-12450h-16gb-ram-500-gb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672154325?advertItems=eyJhZHZlcnRJZCI6IjhiMWZlYTYwLWMyMGUtNDk3Ny1hZTg3LWJkNDgzNGNkMTllNiIsInNvcnRpbmdTY29yZSI6MC4wNjU0MjQ4MzQzNDA4MTA3OCwiYWRTY29yZSI6MC4wMzkxMjk2ODU2MTA1MzI3NiwiYWRTY29yZXMiOnsiMSI6MC4wMzkxMjk2ODU2MTA1MzI3NiwiMiI6MC4wMzkxMjk2ODU2MTA1MzI3Nn0sImNwYyI6MS42NzIwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNTM3MzMwNjcwNTE1MjAzNywiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjMsImF0dHJpYnV0ZXMiOiIifQ==,35.499 TL,Excalibur G870.1265-DFA0X-B Intel Core i7-12650H 32GB RAM 1TB NVME SSD GEN4 6GB RTX4050 Freedos
28,LENOVO,https://www.trendyol.com//lenovo/ip-gaming-3-amd-ryzen-5-6600h-16gb-512gb-rtx3050-16-wuxga-165hz-gaming-notebook-82sc0098tx-p-780224610,14.799 TL,"IP Gaming 3 AMD Ryzen 5-6600H 16GB 512GB RTX3050 16"" WUXGA 165Hz Gaming Notebook 82SC0098TX"
29,Monster,https://www.trendyol.com//monster/abra-a5-v20-3-2-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-736036307,12.499 TL,"Abra A5 V20.3.2 Intel Core I7 13700h 32 Gb Ram 1 Tb Ssd 6 Gb Rtx 4050 Freedos 15,6"" Fhd 144 Hz"
30,Huawei,https://www.trendyol.com//huawei/matebook-d15-i5-1155g7-islemci-8gb-ram-256gb-ssd-15-6-inc-win-11-laptop-mistik-gumus-p-654278277,25.850 TL,Matebook D15/ I5-1155g7 Işlemci/ 8gb Ram/ 256gb Ssd/ 15.6 Inç/ Win 11 Laptop Mistik Gümüş
31,Casper,https://www.trendyol.com//casper/excalibur-g870-1265-dfa0x-b-intel-core-i7-12650h-32gb-ram-1tb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672157475?advertItems=eyJhZHZlcnRJZCI6IjljOWNmM2U0LTRjZjQtNGY4ZS04YTRlLTkyZjg2NzQ1MmRkZCIsInNvcnRpbmdTY29yZSI6MC4wNTkzNzI2NzYxMzQxMDk1LCJhZFNjb3JlIjowLjAzNTUwOTk3Mzc2NDQxOTU1NiwiYWRTY29yZXMiOnsiMSI6MC4wMzU1MDk5NzM3NjQ0MTk1NTYsIjIiOjAuMDM1NTA5OTczNzY0NDE5NTU2fSwiY3BjIjoxLjY3MjAwMDAwMDAwMDAwMDIsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS42MjM0NzEzOTE1MDQ4NTEsImFkdmVydFNsb3QiOjIsIm9yZGVyIjo3LCJhdHRyaWJ1dGVzIjoiIn0=,37.999 TL,Excalibur G870.1245-DFA0X-B Intel Core i5-12450H 32GB RAM 1TB NVME SSD GEN4 6GB RTX4050 Freedos
32,Casper,https://www.trendyol.com//casper/excalibur-g870-1245-dfa0x-b-intel-core-i5-12450h-32gb-ram-1tb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672168438,8.499 TL,"Nb V15 Ryzen 5-7520u 16gb 512ssd Freedos 15.6"" Fhd Taşınabilir Bilgisayar 82yu00qytx"
33,LENOVO,https://www.trendyol.com//lenovo/nb-v15-ryzen-5-7520u-16gb-512ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82yu00qytx-p-742133243,29.999 TL,"15-FC0060NT AMD Ryzen 5-7520U 16GB 512GB DOS 15.6"" FHD Siyah Laptop (HP Türkiye Garantili) 8M1T2EA"
34,HP,https://www.trendyol.com//hp/15-fc0060nt-amd-ryzen-5-7520u-16gb-512gb-dos-15-6-fhd-siyah-laptop-hp-turkiye-garantili-8m1t2ea-p-761481836,28.699 TL,G870.1265-DXB0X-B Intel Core i7-12650H 32GB RAM 2TB NVME SSD 8GB RTX4060 Freedos
35,LENOVO,https://www.trendyol.com//lenovo/v15-82yu00metx-7120u-8gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-744832721,39.499 TL,"V15 82YU00METX 7120U 8GB 256SSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar"
36,Apple,https://www.trendyol.com//apple/macbook-pro-13-3-inc-m2-cip-8cpu-10gpu-8gb-256gb-ssd-silver-mnep3tu-a-p-335860193,10.299 TL,Macbook Pro 13.3 Inç M2 Çip 8cpu 10gpu 8gb 256gb Ssd Silver MNEP3TU/A
37,LENOVO,https://www.trendyol.com//lenovo/ideapad-3-intel-core-i3-1215u-8gb-512gb-ssd-freedos-14-inc-82rj00detx-p-780547227,29.999 TL,Ideapad 3 Intel Core İ3-1215U 8gb 512gb Ssd Freedos 14 İnç 82RJ00DETX
38,Casper,https://www.trendyol.com//casper/g870-1265-dxb0x-b-intel-core-i7-12650h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829?advertItems=eyJhZHZlcnRJZCI6IjdlMWRjYTQxLTBlNTUtNDFmNS1iZmIwLWFjODg2NTU0MTNjNCIsInNvcnRpbmdTY29yZSI6MC4wNTQyMTE1MzEzNzA4NzgyMjQsImFkU2NvcmUiOjAuMDMyNDIzMTY0Njk1NTAxMzMsImFkU2NvcmVzIjp7IjEiOjAuMDMyNDIzMTY0Njk1NTAxMzMsIjIiOjAuMDMyNDIzMTY0Njk1NTAxMzN9LCJjcGMiOjEuNjcyMDAwMDAwMDAwMDAwMiwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjQ3MjAxOTUyMzI0MDkwMTcsImFkdmVydFNsb3QiOjQsIm9yZGVyIjoxNCwiYXR0cmlidXRlcyI6IiJ9,14.899 TL,"G5 MF - i5 12500H –RTX 4050 – 16GB Ram– 512GB -15,6 Ekran Win11 İngilizce Q Klavye"
39,Apple,https://www.trendyol.com//apple/macbook-air-13-6-m2-8gb-256gb-ssd-gece-yarisi-p-336318153,34.899 TL,"Macbook Air 13.6"" M2 8gb 256gb Ssd Gece Yarısı"
40,Huawei,https://www.trendyol.com//huawei/matebook-d14-intel-core-i5-1155g7-8gb-512gb-ssd-14-w11-dizustu-bilgisayar-huawei-turkiye-garanti-p-664355420,27.999 TL,"Matebook D14 Intel Core i5-1155G7 8GB 512GB SSD 14"" W11 Dizüstü Bilgisayar (Huawei Türkiye Garanti)"
41,Apple,https://www.trendyol.com//apple/macbook-air-13-6-m2-8gb-256gb-ssd-uzay-grisi-p-335392170,34.299 TL,"Macbook Air 13.6"" M2 8gb 256gb Ssd Uzay Grisi"
42,Gigabyte,https://www.trendyol.com//gigabyte/g5-mf-i5-12500h-rtx-4050-16gb-ram-512gb-15-6-ekran-win11-ingilizce-q-klavye-p-792223678?advertItems=eyJhZHZlcnRJZCI6ImU1MjJjNjdiLWIxZDctNGFmNy1iZDU3LTM2YTExMzkwMGNkYSIsInNvcnRpbmdTY29yZSI6MC4wNDcwNzkwNjgwNDYwNjMxOCwiYWRTY29yZSI6MC4wMzA3OTA3NTczODc4NzY1MSwiYWRTY29yZXMiOnsiMSI6MC4wMzA3OTA3NTczODc4NzY1MSwiMiI6MC4wMzA3OTA3NTczODc4NzY1MX0sImNwYyI6MS41MjksIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS40Mjg0NzA4ODc3NTk0ODA3LCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6MTgsImF0dHJpYnV0ZXMiOiIifQ==,34.499 TL,"Abra A5 V20.4.4 Intel Core i5 12450H 16 GB RAM 1 TB SSD 6 GB RTX 4050 FreeDos 15,6"" FHD 144 Hz"
43,Casper,https://www.trendyol.com//casper/nirvana-c500-1155-bv00x-g-f-intel-core-i5-1155g7-16gb-ram-500gb-nvme-ssd-gen4-freedos-p-349212808,59.999 TL,Nirvana C500.1155-BV00X-G-F Intel Core i5-1155G7 16GB RAM 500GB NVME SSD GEN4 Freedos
44,Huawei,https://www.trendyol.com//huawei/matebook-d16-intel-core-i5-12450h-16gb-512gb-ssd-windows11-home-laptop-huawei-tr-garantili-p-320165197,12.999 TL,Matebook D16 Intel Core i5-12450H 16GB 512GB SSD Windows11 Home Laptop (Huawei TR Garantili)
45,Monster,https://www.trendyol.com//monster/tulpar-t5-v23-3-2-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-15-6-fhd-144-hz-p-762942774,16.899 TL,"Tulpar T5 V23.3.2 Intel Core i5 12450H 32 GB RAM 1 TB SSD 8 GB RTX 4060 FreeDos 15,6"" FHD 144 Hz"
46,Monster,https://www.trendyol.com//monster/abra-a5-v20-4-4-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760273029?advertItems=eyJhZHZlcnRJZCI6IjQzOTI3OTkxLWRhODgtNDhjYi05MThjLWNhZTQwNzc1M2EyYyIsInNvcnRpbmdTY29yZSI6MC4wNDMzNjc4ODU5NjIxMjg2NSwiYWRTY29yZSI6MC4wNDI4NTM2NDIyNTUwNjc4MjUsImFkU2NvcmVzIjp7IjEiOjAuMDQyODUzNjQyMjU1MDY3ODI1LCIyIjowLjA0Mjg1MzY0MjI1NTA2NzgyNX0sImNwYyI6MS4wMTIwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjAuOTkzNzU2NDcyNTAyODkwMywiYWR2ZXJ0U2xvdCI6Niwib3JkZXIiOjIyLCJhdHRyaWJ1dGVzIjoiIn0=,21.399 TL,"Abra A5 V20.4.2 Intel Core i5 12450H 32 GB RAM 1 TB SSD 6 GB RTX 4050 FreeDos 15,6"" FHD 144 Hz"
47,LENOVO,https://www.trendyol.com//lenovo/ip-celeron-islemci-4-gb-ram-128-gb-ssd-15-6-win-laptop-gri-82v700a9tx-p-759819201,32.499 TL,"IP/Celeron İşlemci/4 GB RAM/128 GB SSD/15.6""/Win/Laptop Gri 82V700A9TX"
48,LENOVO,https://www.trendyol.com//lenovo/ideapad-3-slim-case-intel-core-i5-12450h-8gb-512gb-ssd-freedos-14-inc-83eq000atr-p-780566121,28.499 TL,Ideapad 3 Slim Case Intel Core I5-12450h 8gb 512gb Ssd Freedos 14 Inç 83eq000atr
49,LENOVO,https://www.trendyol.com//lenovo/ideapad-1-celeron-n4120-4gb-ram-128gb-emmc-15-6-win-11-p-382953334,6.699 TL,"Ideapad 1/ Celeron N4120/4GB Ram /128GB emmc / 15.6"" / Win 11"
50,LENOVO,https://www.trendyol.com//lenovo/ideapad1-intel-celeron-n4020-4gb-128gb-dos-15-6-gri-laptop-82v700a8tx-p-773962718,33.999 TL,"Ideapad1 Intel Celeron-N4020 4GB 128GB DOS 15.6"" Gri Laptop 82V700A8TX"
51,Casper,https://www.trendyol.com//casper/excalibur-g870-1245-bva0x-b-intel-core-i5-12450h-16gb-ram-500-gb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672154325?advertItems=eyJhZHZlcnRJZCI6IjhiMWZlYTYwLWMyMGUtNDk3Ny1hZTg3LWJkNDgzNGNkMTllNiIsInNvcnRpbmdTY29yZSI6MC4wNjU0MjQ4MzQzNDA4MTA3OCwiYWRTY29yZSI6MC4wMzkxMjk2ODU2MTA1MzI3NiwiYWRTY29yZXMiOnsiMSI6MC4wMzkxMjk2ODU2MTA1MzI3NiwiMiI6MC4wMzkxMjk2ODU2MTA1MzI3Nn0sImNwYyI6MS42NzIwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNTM3MzMwNjcwNTE1MjAzNywiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjMsImF0dHJpYnV0ZXMiOiIifQ==,26.999 TL,Excalibur G870.1265-DFA0X-B Intel Core i7-12650H 32GB RAM 1TB NVME SSD GEN4 6GB RTX4050 Freedos
52,Apple,https://www.trendyol.com//apple/macbook-air-13-m1-8gb-256gb-ssd-gumus-p-67975626,"28.986,43 TL",Macbook Air 13'' M1 8gb 256gb Ssd Gümüş
53,LENOVO,https://www.trendyol.com//lenovo/loq-amd-ryzen-7-7840hs-16gb-512gb-ssd-rtx4060-8gb-dos-15-6-144hz-gaming-laptop-82xt00bhtx-p-772120069,35.499 TL,"LOQ AMD Ryzen 7-7840HS 16GB 512GB SSD RTX4060 8GB DOS 15.6"" 144hz Gaming Laptop 82XT00BHTX"
54,Monster,https://www.trendyol.com//monster/abra-a5-v20-1-2-intel-core-i5-13500h-32-gb-ram-1-tb-ssd-6-gb-rtx-3050-freedos-15-6-fhd-144-hz-p-736036073,13.449 TL,"Abra A5 V20.1.2 Intel Core I5 13500h 32 Gb Ram 1 Tb Ssd 6 Gb Rtx 3050 Freedos 15,6"" Fhd 144 Hz"
55,Casper,https://www.trendyol.com//casper/excalibur-g870-1265-dfa0x-b-intel-core-i7-12650h-32gb-ram-1tb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672157475?advertItems=eyJhZHZlcnRJZCI6IjljOWNmM2U0LTRjZjQtNGY4ZS04YTRlLTkyZjg2NzQ1MmRkZCIsInNvcnRpbmdTY29yZSI6MC4wNTkzNzI2NzYxMzQxMDk1LCJhZFNjb3JlIjowLjAzNTUwOTk3Mzc2NDQxOTU1NiwiYWRTY29yZXMiOnsiMSI6MC4wMzU1MDk5NzM3NjQ0MTk1NTYsIjIiOjAuMDM1NTA5OTczNzY0NDE5NTU2fSwiY3BjIjoxLjY3MjAwMDAwMDAwMDAwMDIsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS42MjM0NzEzOTE1MDQ4NTEsImFkdmVydFNsb3QiOjIsIm9yZGVyIjo3LCJhdHRyaWJ1dGVzIjoiIn0=,"9.369,83 TL","Abra A5 V20.3.2 Intel Core I7 13700h 32 Gb Ram 1 Tb Ssd 6 Gb Rtx 4050 Freedos 15,6"" Fhd 144 Hz"
56,LENOVO,https://www.trendyol.com//lenovo/ideapad-slim3-amd-ryzen-5-7320u-8gb-256gb-dos-15-6-arctic-grey-laptop-lenovo-turkiye-garantili-p-744554284,37.999 TL,"IdeaPad Slim3 AMD Ryzen 5-7320U 8GB 256GB DOS 15.6"" Arctic Grey Laptop (Lenovo Türkiye Garantili)"
